cluster_id,image_index
3,0
1,1
7,2
14,3
7,4
10,5
15,6
15,7
15,8
0,9
14,10
9,11
14,12
0,13
11,14
8,15
0,16
6,17
1,18
1,19
7,20
15,21
7,22
0,23
0,24
0,25
7,26
7,27
12,28
5,29
11,30
7,31
6,32
17,33
9,34
11,35
4,36
16,37
4,38
12,39
4,40
1,41
10,42
8,43
0,44
8,45
3,46
0,47
1,48
12,49
12,50
4,51
4,52
3,53
1,54
3,55
11,56
1,57
6,58
5,59
8,60
12,61
11,62
3,63
15,64
4,65
8,66
0,67
16,68
7,69
10,70
14,71
9,72
1,73
4,74
9,75
1,76
1,77
3,78
3,79
12,80
15,81
14,82
5,83
8,84
1,85
2,86
4,87
1,88
5,89
7,90
9,91
8,92
12,93
9,94
7,95
15,96
0,97
9,98
0,99
7,100
9,101
0,102
12,103
0,104
7,105
9,106
1,107
4,108
16,109
6,110
15,111
12,112
6,113
8,114
16,115
7,116
4,117
5,118
10,119
13,120
8,121
9,122
3,123
11,124
9,125
8,126
3,127
8,128
8,129
9,130
8,131
9,132
2,133
7,134
1,135
9,136
7,137
2,138
11,139
8,140
4,141
1,142
11,143
2,144
14,145
4,146
1,147
6,148
13,149
14,150
0,151
13,152
2,153
14,154
5,155
10,156
4,157
8,158
7,159
10,160
16,161
12,162
1,163
4,164
1,165
1,166
12,167
15,168
14,169
8,170
5,171
15,172
1,173
1,174
7,175
16,176
11,177
0,178
7,179
4,180
7,181
4,182
9,183
8,184
3,185
3,186
15,187
7,188
7,189
0,190
10,191
8,192
2,193
15,194
5,195
12,196
9,197
2,198
4,199
17,200
9,201
7,202
6,203
4,204
15,205
2,206
9,207
3,208
14,209
3,210
7,211
6,212
17,213
6,214
7,215
1,216
3,217
0,218
14,219
7,220
5,221
1,222
3,223
12,224
3,225
11,226
12,227
14,228
1,229
1,230
9,231
1,232
9,233
9,234
0,235
3,236
8,237
12,238
13,239
8,240
3,241
11,242
10,243
6,244
14,245
14,246
0,247
4,248
4,249
0,250
14,251
0,252
0,253
0,254
0,255
15,256
11,257
15,258
11,259
6,260
5,261
10,262
1,263
4,264
10,265
8,266
11,267
10,268
0,269
9,270
1,271
7,272
9,273
11,274
9,275
0,276
9,277
15,278
1,279
1,280
6,281
6,282
16,283
8,284
4,285
5,286
0,287
0,288
5,289
11,290
10,291
13,292
1,293
6,294
15,295
12,296
16,297
2,298
4,299
14,300
3,301
0,302
4,303
4,304
9,305
3,306
4,307
1,308
3,309
8,310
0,311
9,312
1,313
16,314
4,315
14,316
11,317
8,318
3,319
2,320
6,321
16,322
15,323
4,324
0,325
0,326
15,327
6,328
0,329
9,330
2,331
7,332
0,333
9,334
8,335
6,336
15,337
15,338
1,339
11,340
7,341
9,342
6,343
4,344
4,345
3,346
11,347
10,348
3,349
1,350
7,351
11,352
1,353
6,354
16,355
9,356
7,357
3,358
6,359
8,360
4,361
9,362
12,363
2,364
3,365
9,366
7,367
6,368
1,369
15,370
7,371
6,372
9,373
1,374
14,375
9,376
10,377
1,378
11,379
5,380
4,381
1,382
10,383
12,384
4,385
4,386
14,387
1,388
6,389
4,390
3,391
3,392
1,393
6,394
15,395
9,396
6,397
8,398
15,399
5,400
14,401
9,402
14,403
16,404
11,405
9,406
3,407
9,408
1,409
11,410
12,411
4,412
4,413
7,414
4,415
9,416
3,417
6,418
14,419
14,420
11,421
8,422
7,423
9,424
11,425
2,426
0,427
4,428
9,429
12,430
3,431
8,432
7,433
8,434
3,435
7,436
7,437
0,438
0,439
15,440
8,441
11,442
10,443
11,444
3,445
9,446
1,447
8,448
10,449
7,450
6,451
8,452
6,453
7,454
9,455
1,456
4,457
16,458
14,459
7,460
9,461
4,462
8,463
16,464
15,465
3,466
1,467
4,468
5,469
0,470
14,471
0,472
7,473
5,474
4,475
5,476
6,477
1,478
9,479
11,480
12,481
15,482
7,483
8,484
9,485
0,486
11,487
12,488
10,489
12,490
5,491
5,492
1,493
10,494
12,495
0,496
10,497
16,498
4,499
15,500
13,501
3,502
8,503
16,504
12,505
14,506
9,507
0,508
11,509
15,510
15,511
8,512
3,513
3,514
12,515
0,516
14,517
9,518
7,519
16,520
15,521
4,522
3,523
14,524
4,525
3,526
11,527
9,528
7,529
7,530
9,531
16,532
11,533
8,534
4,535
4,536
5,537
2,538
9,539
6,540
7,541
