cluster_id,image_index
3,0
0,1
7,2
14,3
7,4
10,5
15,6
15,7
15,8
12,9
14,10
4,11
14,12
12,13
11,14
8,15
12,16
6,17
0,18
0,19
7,20
15,21
7,22
12,23
12,24
12,25
7,26
7,27
5,28
2,29
11,30
7,31
6,32
17,33
4,34
11,35
1,36
16,37
1,38
5,39
1,40
0,41
10,42
8,43
18,44
8,45
3,46
12,47
0,48
5,49
5,50
1,51
1,52
3,53
0,54
3,55
11,56
0,57
6,58
2,59
8,60
5,61
11,62
3,63
15,64
1,65
8,66
12,67
16,68
7,69
10,70
14,71
4,72
0,73
1,74
4,75
0,76
0,77
3,78
3,79
5,80
15,81
14,82
2,83
8,84
0,85
9,86
1,87
0,88
2,89
7,90
4,91
8,92
5,93
4,94
7,95
15,96
18,97
4,98
12,99
7,100
4,101
12,102
5,103
18,104
7,105
4,106
0,107
1,108
16,109
6,110
15,111
5,112
6,113
8,114
16,115
7,116
1,117
2,118
10,119
13,120
8,121
4,122
3,123
11,124
4,125
8,126
3,127
8,128
8,129
4,130
8,131
4,132
9,133
7,134
0,135
4,136
7,137
9,138
11,139
8,140
1,141
0,142
11,143
9,144
14,145
1,146
0,147
6,148
13,149
14,150
12,151
13,152
19,153
14,154
2,155
10,156
1,157
8,158
7,159
10,160
16,161
5,162
0,163
1,164
0,165
0,166
5,167
15,168
14,169
8,170
2,171
15,172
0,173
0,174
7,175
16,176
11,177
12,178
7,179
1,180
7,181
1,182
4,183
8,184
3,185
3,186
15,187
7,188
7,189
18,190
10,191
8,192
9,193
15,194
2,195
5,196
4,197
9,198
1,199
17,200
4,201
7,202
6,203
1,204
15,205
9,206
4,207
3,208
14,209
3,210
7,211
6,212
17,213
6,214
7,215
0,216
3,217
18,218
14,219
7,220
2,221
0,222
3,223
5,224
3,225
11,226
5,227
14,228
0,229
0,230
4,231
0,232
4,233
4,234
12,235
3,236
8,237
5,238
13,239
8,240
3,241
11,242
10,243
6,244
14,245
14,246
12,247
1,248
1,249
12,250
14,251
12,252
18,253
12,254
18,255
15,256
11,257
15,258
11,259
6,260
2,261
10,262
0,263
1,264
10,265
8,266
11,267
10,268
12,269
4,270
0,271
7,272
4,273
11,274
4,275
18,276
4,277
15,278
0,279
0,280
6,281
6,282
16,283
8,284
1,285
2,286
12,287
12,288
2,289
11,290
10,291
13,292
0,293
6,294
15,295
5,296
16,297
9,298
1,299
14,300
3,301
12,302
1,303
1,304
4,305
3,306
1,307
0,308
3,309
8,310
12,311
4,312
0,313
16,314
1,315
14,316
11,317
8,318
3,319
9,320
6,321
16,322
15,323
1,324
18,325
12,326
15,327
6,328
12,329
4,330
19,331
7,332
18,333
4,334
8,335
6,336
15,337
15,338
0,339
11,340
7,341
4,342
6,343
1,344
1,345
3,346
11,347
10,348
3,349
0,350
7,351
11,352
0,353
6,354
16,355
4,356
7,357
3,358
6,359
8,360
1,361
4,362
5,363
9,364
3,365
4,366
7,367
6,368
0,369
15,370
7,371
6,372
4,373
0,374
14,375
4,376
10,377
0,378
11,379
2,380
1,381
0,382
10,383
5,384
1,385
1,386
14,387
0,388
6,389
1,390
3,391
3,392
0,393
6,394
15,395
4,396
6,397
8,398
15,399
2,400
14,401
4,402
14,403
16,404
11,405
4,406
3,407
4,408
0,409
11,410
5,411
1,412
1,413
7,414
1,415
4,416
3,417
6,418
14,419
14,420
11,421
8,422
7,423
4,424
11,425
9,426
12,427
1,428
4,429
5,430
3,431
8,432
7,433
8,434
3,435
7,436
7,437
12,438
12,439
15,440
8,441
11,442
10,443
11,444
3,445
4,446
0,447
8,448
10,449
7,450
6,451
8,452
6,453
7,454
4,455
0,456
1,457
16,458
14,459
7,460
4,461
1,462
8,463
16,464
15,465
3,466
0,467
1,468
2,469
12,470
14,471
18,472
7,473
2,474
1,475
2,476
6,477
0,478
4,479
11,480
5,481
15,482
7,483
8,484
4,485
18,486
11,487
5,488
10,489
5,490
2,491
2,492
0,493
10,494
5,495
18,496
10,497
16,498
1,499
15,500
13,501
3,502
8,503
16,504
5,505
14,506
4,507
12,508
11,509
15,510
15,511
8,512
3,513
3,514
5,515
12,516
14,517
4,518
7,519
16,520
15,521
1,522
3,523
14,524
1,525
3,526
11,527
4,528
7,529
7,530
4,531
16,532
11,533
8,534
1,535
1,536
2,537
9,538
4,539
6,540
7,541
6,542
0,543
14,544
3,545
4,546
0,547
12,548
19,549
11,550
0,551
0,552
7,553
11,554
1,555
7,556
0,557
14,558
6,559
2,560
0,561
5,562
10,563
1,564
8,565
7,566
12,567
3,568
1,569
1,570
4,571
7,572
11,573
6,574
7,575
2,576
17,577
3,578
0,579
7,580
7,581
10,582
10,583
3,584
1,585
5,586
8,587
10,588
1,589
5,590
0,591
3,592
8,593
18,594
4,595
14,596
8,597
11,598
8,599
2,600
19,601
16,602
6,603
11,604
7,605
7,606
8,607
10,608
1,609
10,610
4,611
1,612
11,613
9,614
8,615
7,616
4,617
2,618
0,619
0,620
1,621
2,622
5,623
4,624
9,625
0,626
5,627
8,628
7,629
11,630
4,631
5,632
16,633
16,634
1,635
15,636
7,637
3,638
16,639
5,640
11,641
4,642
7,643
4,644
1,645
6,646
4,647
8,648
15,649
11,650
4,651
1,652
3,653
12,654
1,655
15,656
5,657
3,658
6,659
7,660
2,661
12,662
6,663
10,664
12,665
10,666
16,667
16,668
11,669
7,670
14,671
12,672
1,673
8,674
4,675
11,676
12,677
12,678
0,679
8,680
19,681
11,682
6,683
1,684
0,685
0,686
6,687
14,688
3,689
2,690
6,691
4,692
15,693
6,694
4,695
0,696
3,697
2,698
10,699
0,700
14,701
14,702
7,703
1,704
4,705
0,706
6,707
4,708
12,709
12,710
12,711
6,712
15,713
8,714
3,715
1,716
7,717
7,718
15,719
6,720
18,721
14,722
1,723
11,724
18,725
2,726
4,727
16,728
1,729
11,730
3,731
11,732
5,733
15,734
7,735
4,736
1,737
16,738
10,739
3,740
16,741
3,742
7,743
12,744
5,745
1,746
12,747
14,748
10,749
5,750
8,751
1,752
5,753
14,754
10,755
14,756
7,757
8,758
16,759
0,760
2,761
11,762
4,763
17,764
2,765
12,766
14,767
10,768
4,769
15,770
8,771
3,772
15,773
4,774
7,775
9,776
5,777
8,778
4,779
7,780
13,781
10,782
11,783
9,784
1,785
1,786
3,787
10,788
3,789
8,790
1,791
10,792
12,793
11,794
4,795
12,796
0,797
7,798
8,799
7,800
1,801
7,802
6,803
0,804
10,805
4,806
19,807
14,808
8,809
4,810
0,811
0,812
3,813
4,814
10,815
3,816
2,817
5,818
8,819
15,820
6,821
5,822
16,823
14,824
12,825
3,826
7,827
18,828
19,829
2,830
11,831
18,832
8,833
12,834
1,835
19,836
11,837
4,838
6,839
4,840
2,841
14,842
3,843
14,844
4,845
9,846
4,847
5,848
0,849
7,850
15,851
7,852
11,853
0,854
7,855
3,856
7,857
15,858
19,859
4,860
4,861
3,862
7,863
16,864
2,865
14,866
3,867
1,868
12,869
7,870
5,871
2,872
11,873
0,874
1,875
4,876
10,877
3,878
16,879
4,880
0,881
4,882
3,883
12,884
0,885
7,886
2,887
13,888
9,889
12,890
7,891
15,892
7,893
4,894
16,895
11,896
18,897
6,898
14,899
4,900
10,901
9,902
4,903
4,904
1,905
18,906
5,907
11,908
14,909
4,910
7,911
16,912
10,913
9,914
0,915
6,916
1,917
0,918
12,919
1,920
5,921
18,922
14,923
0,924
16,925
4,926
4,927
12,928
15,929
4,930
7,931
15,932
16,933
8,934
15,935
11,936
8,937
14,938
2,939
4,940
2,941
12,942
4,943
11,944
11,945
6,946
12,947
11,948
4,949
1,950
10,951
10,952
6,953
0,954
7,955
7,956
12,957
3,958
6,959
8,960
7,961
0,962
1,963
0,964
16,965
0,966
3,967
15,968
8,969
1,970
11,971
0,972
0,973
11,974
2,975
18,976
1,977
0,978
4,979
10,980
1,981
0,982
16,983
14,984
10,985
19,986
11,987
16,988
11,989
4,990
7,991
6,992
3,993
12,994
18,995
3,996
15,997
8,998
0,999
6,1000
16,1001
15,1002
5,1003
11,1004
11,1005
7,1006
0,1007
7,1008
3,1009
1,1010
7,1011
15,1012
16,1013
5,1014
2,1015
8,1016
9,1017
15,1018
2,1019
16,1020
8,1021
0,1022
11,1023
11,1024
2,1025
8,1026
16,1027
4,1028
12,1029
11,1030
2,1031
3,1032
11,1033
11,1034
12,1035
3,1036
8,1037
0,1038
12,1039
16,1040
2,1041
12,1042
11,1043
4,1044
14,1045
11,1046
13,1047
9,1048
5,1049
19,1050
6,1051
16,1052
9,1053
5,1054
3,1055
11,1056
12,1057
2,1058
0,1059
8,1060
2,1061
3,1062
16,1063
9,1064
14,1065
12,1066
10,1067
1,1068
0,1069
6,1070
3,1071
18,1072
0,1073
1,1074
4,1075
6,1076
0,1077
11,1078
5,1079
4,1080
8,1081
3,1082
19,1083
10,1084
2,1085
17,1086
0,1087
3,1088
4,1089
8,1090
4,1091
6,1092
1,1093
6,1094
1,1095
0,1096
12,1097
6,1098
1,1099
0,1100
1,1101
11,1102
3,1103
15,1104
19,1105
11,1106
10,1107
13,1108
11,1109
2,1110
16,1111
6,1112
0,1113
8,1114
6,1115
15,1116
4,1117
7,1118
1,1119
9,1120
4,1121
9,1122
15,1123
6,1124
8,1125
6,1126
12,1127
15,1128
11,1129
12,1130
3,1131
7,1132
5,1133
2,1134
8,1135
19,1136
8,1137
2,1138
6,1139
7,1140
7,1141
8,1142
1,1143
7,1144
6,1145
15,1146
12,1147
7,1148
0,1149
1,1150
9,1151
6,1152
6,1153
11,1154
1,1155
12,1156
14,1157
5,1158
0,1159
7,1160
8,1161
15,1162
16,1163
12,1164
0,1165
4,1166
6,1167
5,1168
3,1169
12,1170
8,1171
3,1172
3,1173
10,1174
6,1175
7,1176
8,1177
19,1178
7,1179
7,1180
11,1181
3,1182
1,1183
16,1184
1,1185
5,1186
11,1187
4,1188
19,1189
9,1190
12,1191
4,1192
7,1193
3,1194
1,1195
1,1196
0,1197
6,1198
0,1199
1,1200
4,1201
7,1202
0,1203
6,1204
11,1205
8,1206
15,1207
7,1208
18,1209
14,1210
14,1211
3,1212
3,1213
6,1214
3,1215
0,1216
5,1217
7,1218
13,1219
3,1220
1,1221
6,1222
4,1223
10,1224
0,1225
1,1226
2,1227
4,1228
1,1229
3,1230
14,1231
3,1232
8,1233
0,1234
7,1235
0,1236
12,1237
15,1238
11,1239
4,1240
7,1241
11,1242
4,1243
7,1244
3,1245
7,1246
15,1247
18,1248
16,1249
8,1250
4,1251
6,1252
18,1253
7,1254
7,1255
14,1256
14,1257
12,1258
5,1259
10,1260
2,1261
12,1262
11,1263
10,1264
12,1265
12,1266
11,1267
15,1268
1,1269
5,1270
3,1271
4,1272
4,1273
7,1274
9,1275
10,1276
12,1277
18,1278
6,1279
11,1280
7,1281
2,1282
10,1283
7,1284
3,1285
0,1286
11,1287
11,1288
1,1289
11,1290
0,1291
0,1292
5,1293
0,1294
8,1295
11,1296
0,1297
12,1298
1,1299
4,1300
12,1301
18,1302
2,1303
14,1304
10,1305
5,1306
4,1307
0,1308
6,1309
9,1310
9,1311
