cluster_id,image_index
0,0
3,1
3,2
2,3
3,4
10,5
6,6
6,7
6,8
5,9
2,10
9,11
2,12
5,13
0,14
8,15
5,16
1,17
3,18
3,19
3,20
6,21
3,22
5,23
5,24
5,25
3,26
3,27
7,28
1,29
0,30
3,31
1,32
7,33
9,34
0,35
4,36
6,37
4,38
7,39
4,40
3,41
10,42
8,43
5,44
8,45
0,46
5,47
3,48
7,49
7,50
4,51
4,52
0,53
3,54
0,55
0,56
3,57
1,58
1,59
8,60
7,61
0,62
0,63
6,64
4,65
8,66
5,67
6,68
3,69
10,70
2,71
9,72
3,73
4,74
9,75
3,76
3,77
0,78
0,79
7,80
6,81
2,82
1,83
8,84
3,85
1,86
4,87
3,88
1,89
3,90
9,91
8,92
7,93
9,94
3,95
6,96
5,97
9,98
5,99
3,100
9,101
5,102
7,103
5,104
3,105
9,106
3,107
4,108
6,109
1,110
6,111
7,112
1,113
8,114
6,115
3,116
4,117
1,118
10,119
2,120
8,121
9,122
0,123
0,124
9,125
8,126
0,127
8,128
8,129
9,130
8,131
9,132
1,133
3,134
3,135
9,136
3,137
1,138
0,139
8,140
4,141
3,142
0,143
1,144
2,145
4,146
3,147
1,148
2,149
2,150
5,151
2,152
1,153
2,154
1,155
10,156
4,157
8,158
3,159
10,160
6,161
7,162
3,163
4,164
3,165
3,166
7,167
6,168
2,169
8,170
1,171
6,172
3,173
3,174
3,175
6,176
0,177
5,178
3,179
4,180
3,181
4,182
9,183
8,184
0,185
0,186
6,187
3,188
3,189
5,190
10,191
8,192
1,193
6,194
1,195
7,196
9,197
1,198
4,199
7,200
9,201
3,202
1,203
4,204
6,205
1,206
9,207
0,208
2,209
0,210
3,211
1,212
7,213
1,214
3,215
3,216
0,217
5,218
2,219
3,220
1,221
3,222
0,223
7,224
0,225
0,226
7,227
2,228
3,229
3,230
9,231
3,232
9,233
9,234
5,235
0,236
8,237
7,238
2,239
8,240
0,241
0,242
10,243
1,244
2,245
2,246
5,247
4,248
4,249
5,250
2,251
5,252
5,253
5,254
5,255
6,256
