cluster_id,image_index
1,0
3,1
3,2
2,3
3,4
0,5
6,6
6,7
6,8
5,9
2,10
9,11
2,12
5,13
1,14
8,15
5,16
4,17
3,18
3,19
3,20
6,21
3,22
5,23
5,24
5,25
3,26
3,27
7,28
4,29
1,30
3,31
4,32
7,33
9,34
1,35
0,36
6,37
0,38
7,39
0,40
3,41
0,42
8,43
5,44
8,45
1,46
5,47
3,48
7,49
7,50
0,51
0,52
1,53
3,54
1,55
1,56
3,57
4,58
4,59
8,60
7,61
1,62
1,63
6,64
0,65
8,66
5,67
6,68
3,69
0,70
2,71
9,72
3,73
0,74
9,75
3,76
3,77
1,78
1,79
7,80
6,81
2,82
4,83
8,84
3,85
4,86
0,87
3,88
4,89
3,90
9,91
8,92
7,93
9,94
3,95
6,96
5,97
9,98
5,99
3,100
9,101
5,102
7,103
5,104
3,105
9,106
3,107
0,108
6,109
4,110
6,111
7,112
4,113
8,114
6,115
3,116
0,117
4,118
0,119
2,120
8,121
9,122
1,123
1,124
9,125
8,126
1,127
8,128
8,129
9,130
8,131
9,132
4,133
3,134
3,135
9,136
3,137
4,138
1,139
8,140
0,141
3,142
1,143
4,144
2,145
0,146
3,147
4,148
2,149
2,150
5,151
2,152
4,153
2,154
4,155
0,156
0,157
8,158
3,159
0,160
6,161
7,162
3,163
0,164
3,165
3,166
7,167
6,168
2,169
8,170
4,171
6,172
3,173
3,174
3,175
6,176
1,177
5,178
3,179
0,180
3,181
0,182
9,183
8,184
1,185
1,186
6,187
3,188
3,189
5,190
0,191
8,192
4,193
6,194
4,195
7,196
9,197
4,198
0,199
7,200
9,201
3,202
4,203
0,204
6,205
4,206
9,207
1,208
2,209
1,210
3,211
4,212
7,213
4,214
3,215
3,216
1,217
5,218
2,219
3,220
4,221
3,222
1,223
7,224
1,225
1,226
7,227
2,228
3,229
3,230
9,231
3,232
9,233
9,234
5,235
1,236
8,237
7,238
2,239
8,240
1,241
1,242
0,243
4,244
2,245
2,246
5,247
0,248
0,249
5,250
2,251
5,252
5,253
5,254
5,255
6,256
1,257
6,258
1,259
4,260
4,261
0,262
3,263
0,264
0,265
8,266
1,267
0,268
5,269
9,270
3,271
3,272
9,273
1,274
9,275
5,276
9,277
6,278
3,279
3,280
4,281
4,282
6,283
8,284
0,285
4,286
5,287
5,288
4,289
1,290
0,291
2,292
3,293
4,294
6,295
7,296
6,297
4,298
0,299
2,300
1,301
5,302
0,303
0,304
9,305
1,306
0,307
3,308
1,309
8,310
5,311
9,312
3,313
6,314
0,315
2,316
1,317
8,318
1,319
4,320
4,321
6,322
6,323
0,324
5,325
5,326
6,327
4,328
5,329
9,330
4,331
3,332
5,333
9,334
8,335
4,336
6,337
6,338
3,339
1,340
3,341
9,342
4,343
0,344
0,345
1,346
1,347
0,348
1,349
3,350
3,351
1,352
3,353
4,354
6,355
9,356
3,357
1,358
4,359
8,360
0,361
9,362
7,363
4,364
1,365
9,366
3,367
4,368
3,369
6,370
3,371
4,372
9,373
3,374
2,375
9,376
0,377
3,378
1,379
4,380
0,381
3,382
0,383
7,384
0,385
0,386
2,387
3,388
4,389
0,390
1,391
1,392
3,393
4,394
6,395
9,396
4,397
8,398
6,399
4,400
2,401
9,402
2,403
6,404
1,405
9,406
1,407
9,408
3,409
1,410
7,411
0,412
0,413
3,414
0,415
9,416
1,417
4,418
2,419
2,420
1,421
8,422
3,423
9,424
1,425
4,426
5,427
0,428
9,429
7,430
1,431
8,432
3,433
8,434
1,435
3,436
3,437
5,438
5,439
6,440
8,441
1,442
0,443
1,444
1,445
9,446
3,447
8,448
0,449
3,450
4,451
8,452
4,453
3,454
9,455
3,456
0,457
6,458
2,459
3,460
9,461
0,462
8,463
6,464
6,465
1,466
3,467
0,468
4,469
5,470
2,471
5,472
3,473
4,474
0,475
4,476
4,477
3,478
9,479
1,480
7,481
6,482
3,483
8,484
9,485
5,486
1,487
7,488
0,489
7,490
4,491
4,492
3,493
0,494
7,495
5,496
0,497
