cluster_id,image_index
1,0
3,1
3,2
0,3
3,4
2,5
6,6
6,7
6,8
5,9
0,10
0,11
0,12
5,13
1,14
8,15
5,16
4,17
3,18
3,19
3,20
6,21
3,22
5,23
5,24
5,25
3,26
3,27
7,28
4,29
1,30
3,31
4,32
7,33
0,34
1,35
2,36
6,37
2,38
7,39
2,40
3,41
2,42
8,43
5,44
8,45
1,46
5,47
3,48
7,49
7,50
2,51
2,52
1,53
3,54
1,55
1,56
3,57
4,58
4,59
8,60
7,61
1,62
1,63
6,64
2,65
8,66
5,67
6,68
3,69
2,70
0,71
0,72
3,73
2,74
0,75
3,76
3,77
1,78
1,79
7,80
6,81
0,82
4,83
8,84
3,85
4,86
2,87
3,88
4,89
3,90
0,91
8,92
7,93
0,94
3,95
6,96
5,97
0,98
5,99
3,100
0,101
5,102
7,103
5,104
3,105
0,106
3,107
2,108
6,109
4,110
6,111
7,112
4,113
8,114
6,115
3,116
2,117
4,118
2,119
0,120
8,121
0,122
1,123
1,124
0,125
8,126
1,127
8,128
8,129
0,130
8,131
0,132
4,133
3,134
3,135
0,136
3,137
4,138
1,139
8,140
2,141
3,142
1,143
4,144
0,145
2,146
3,147
4,148
0,149
0,150
5,151
0,152
4,153
0,154
4,155
2,156
2,157
8,158
3,159
2,160
6,161
7,162
3,163
2,164
3,165
3,166
7,167
6,168
0,169
8,170
4,171
6,172
3,173
3,174
3,175
6,176
1,177
5,178
3,179
2,180
3,181
2,182
0,183
8,184
1,185
1,186
6,187
3,188
3,189
5,190
2,191
8,192
4,193
6,194
4,195
7,196
0,197
4,198
2,199
7,200
0,201
3,202
4,203
2,204
6,205
4,206
0,207
1,208
0,209
1,210
3,211
4,212
7,213
4,214
3,215
3,216
1,217
5,218
0,219
3,220
4,221
3,222
1,223
7,224
1,225
1,226
7,227
0,228
3,229
3,230
0,231
3,232
0,233
0,234
5,235
1,236
8,237
7,238
0,239
8,240
1,241
1,242
2,243
4,244
0,245
0,246
5,247
2,248
2,249
5,250
0,251
5,252
5,253
5,254
5,255
6,256
1,257
6,258
1,259
4,260
4,261
2,262
3,263
2,264
2,265
8,266
1,267
2,268
5,269
0,270
3,271
3,272
0,273
1,274
0,275
5,276
0,277
6,278
3,279
3,280
4,281
4,282
6,283
8,284
2,285
4,286
5,287
5,288
4,289
1,290
2,291
0,292
3,293
4,294
6,295
7,296
6,297
4,298
2,299
0,300
1,301
5,302
2,303
2,304
0,305
1,306
2,307
3,308
1,309
8,310
5,311
0,312
3,313
6,314
2,315
0,316
1,317
8,318
1,319
4,320
4,321
6,322
6,323
2,324
5,325
5,326
6,327
4,328
5,329
0,330
4,331
3,332
5,333
0,334
8,335
4,336
6,337
6,338
3,339
1,340
3,341
0,342
4,343
2,344
2,345
1,346
1,347
2,348
1,349
3,350
3,351
1,352
3,353
4,354
6,355
0,356
3,357
1,358
4,359
8,360
2,361
0,362
7,363
4,364
1,365
0,366
3,367
4,368
3,369
6,370
3,371
4,372
0,373
3,374
0,375
0,376
2,377
3,378
1,379
4,380
2,381
3,382
2,383
7,384
2,385
2,386
0,387
3,388
4,389
2,390
1,391
1,392
3,393
4,394
6,395
0,396
4,397
8,398
6,399
4,400
0,401
0,402
0,403
6,404
1,405
0,406
1,407
0,408
3,409
1,410
7,411
2,412
2,413
3,414
2,415
0,416
1,417
4,418
0,419
0,420
1,421
8,422
3,423
0,424
1,425
4,426
5,427
2,428
0,429
7,430
1,431
8,432
3,433
8,434
1,435
3,436
3,437
5,438
5,439
6,440
8,441
1,442
2,443
1,444
1,445
0,446
3,447
8,448
2,449
3,450
4,451
8,452
4,453
3,454
0,455
3,456
2,457
6,458
0,459
3,460
0,461
2,462
8,463
6,464
6,465
1,466
3,467
2,468
4,469
5,470
0,471
5,472
3,473
4,474
2,475
4,476
4,477
3,478
0,479
1,480
7,481
6,482
3,483
8,484
0,485
5,486
1,487
7,488
2,489
7,490
4,491
4,492
3,493
2,494
7,495
5,496
2,497
