cluster_id,image_index
1,0
0,1
0,2
1,3
0,4
2,5
2,6
2,7
2,8
0,9
1,10
1,11
1,12
0,13
1,14
0,15
0,16
1,17
0,18
0,19
0,20
2,21
0,22
0,23
0,24
0,25
0,26
0,27
1,28
1,29
1,30
0,31
1,32
1,33
1,34
1,35
2,36
2,37
2,38
1,39
2,40
0,41
2,42
0,43
0,44
0,45
1,46
0,47
0,48
1,49
1,50
2,51
2,52
1,53
0,54
1,55
1,56
0,57
1,58
1,59
0,60
1,61
1,62
1,63
2,64
2,65
0,66
0,67
2,68
0,69
2,70
1,71
1,72
0,73
2,74
1,75
0,76
0,77
1,78
1,79
1,80
2,81
1,82
1,83
0,84
0,85
1,86
2,87
0,88
1,89
0,90
1,91
0,92
1,93
1,94
0,95
2,96
0,97
1,98
0,99
0,100
1,101
0,102
1,103
0,104
0,105
1,106
0,107
2,108
2,109
1,110
2,111
1,112
1,113
0,114
2,115
0,116
2,117
1,118
2,119
1,120
0,121
1,122
1,123
1,124
1,125
0,126
1,127
0,128
0,129
1,130
0,131
1,132
1,133
0,134
0,135
1,136
0,137
1,138
1,139
0,140
2,141
0,142
1,143
1,144
1,145
2,146
0,147
1,148
1,149
1,150
0,151
1,152
1,153
1,154
1,155
2,156
2,157
0,158
0,159
2,160
2,161
1,162
0,163
2,164
0,165
0,166
1,167
2,168
1,169
0,170
1,171
2,172
0,173
0,174
0,175
2,176
1,177
0,178
0,179
2,180
0,181
2,182
1,183
0,184
1,185
1,186
2,187
0,188
0,189
0,190
2,191
0,192
1,193
2,194
1,195
1,196
1,197
1,198
2,199
1,200
1,201
0,202
1,203
2,204
2,205
1,206
1,207
1,208
1,209
1,210
0,211
1,212
1,213
1,214
0,215
0,216
1,217
0,218
1,219
0,220
1,221
0,222
1,223
1,224
1,225
1,226
1,227
1,228
0,229
0,230
1,231
0,232
1,233
1,234
0,235
1,236
0,237
1,238
1,239
0,240
1,241
1,242
2,243
1,244
1,245
1,246
0,247
